building_1,location_1,location_2,building_2,assignment
1009,2048,3048,4007,1.0
1009,2048,3048,4008,1.0
1009,2048,3048,4009,1.0
1009,2048,3048,4010,1.0
1009,2048,3048,4011,1.0
1009,2048,3048,4012,1.0
1009,2048,3048,4013,1.0
1009,2048,3048,4014,1.0
1009,2048,3048,4015,1.0
1009,2048,3048,4016,1.0
1009,2048,3048,4017,1.0
1009,2048,3048,4018,1.0
1009,2048,3048,4019,1.0
1009,2048,3048,4020,1.0
1009,2048,3048,4021,1.0
1009,2048,3048,4022,1.0
1009,2048,3048,4023,1.0
1009,2048,3048,4024,1.0
1009,2048,3048,4025,1.0
1009,2048,3048,4026,1.0
1009,2048,3048,4027,1.0
1009,2048,3048,4028,1.0
1009,2048,3048,4029,1.0
1009,2048,3048,4030,1.0
1009,2048,3048,4031,1.0
1009,2048,3048,4032,1.0
1009,2048,3048,4033,1.0
1009,2048,3048,4034,1.0
1009,2048,3048,4035,1.0
1009,2048,3048,4036,1.0
1009,2048,3048,4037,1.0
1009,2048,3048,4038,1.0
1009,2048,3048,4039,1.0
1009,2048,3048,4040,1.0
1010,2048,3048,4001,1.0
1010,2048,3048,4002,1.0
1010,2048,3048,4003,1.0
1010,2048,3048,4004,1.0
1010,2048,3048,4005,1.0
1010,2048,3048,4006,1.0
1010,2048,3048,4007,1.0
1010,2048,3048,4008,1.0
1010,2048,3048,4009,1.0
1010,2048,3048,4010,1.0
1010,2048,3048,4011,1.0
1010,2048,3048,4012,1.0
1010,2048,3048,4013,1.0
1010,2048,3048,4014,1.0
1010,2048,3048,4015,1.0
1010,2048,3048,4016,1.0
1010,2048,3048,4017,1.0
1010,2048,3048,4018,1.0
1010,2048,3048,4019,1.0
1010,2048,3048,4020,1.0
1010,2048,3048,4021,1.0
1010,2048,3048,4022,1.0
1010,2048,3048,4023,1.0
1010,2048,3048,4024,1.0
1010,2048,3048,4025,1.0
1010,2048,3048,4026,1.0
1010,2048,3048,4027,1.0
1010,2048,3048,4028,1.0
1010,2048,3048,4029,1.0
1010,2048,3048,4030,1.0
1010,2048,3048,4031,1.0
1010,2048,3048,4032,1.0
1010,2048,3048,4033,1.0
1010,2048,3048,4034,1.0
1010,2048,3048,4035,1.0
1010,2048,3048,4036,1.0
1010,2048,3048,4037,1.0
1010,2048,3048,4038,1.0
1010,2048,3048,4039,1.0
1010,2048,3048,4040,1.0
1011,2048,3048,4001,1.0
1011,2048,3048,4002,1.0
1011,2048,3048,4003,1.0
1011,2048,3048,4004,1.0
1011,2048,3048,4005,1.0
1011,2048,3048,4006,1.0
1011,2048,3048,4007,1.0
1011,2048,3048,4008,1.0
1011,2048,3048,4009,1.0
1011,2048,3048,4010,1.0
1011,2048,3048,4011,1.0
1011,2048,3048,4012,1.0
1011,2048,3048,4013,1.0
1011,2048,3048,4014,1.0
1011,2048,3048,4015,1.0
1011,2048,3048,4016,1.0
1011,2048,3048,4017,1.0
1011,2048,3048,4018,1.0
1011,2048,3048,4019,1.0
1011,2048,3048,4020,1.0
1011,2048,3048,4021,1.0
1011,2048,3048,4022,1.0
1011,2048,3048,4023,1.0
1011,2048,3048,4024,1.0
1011,2048,3048,4025,1.0
1011,2048,3048,4026,1.0
1011,2048,3048,4027,1.0
1011,2048,3048,4028,1.0
1011,2048,3048,4029,1.0
1011,2048,3048,4030,1.0
1011,2048,3048,4031,1.0
1011,2048,3048,4032,1.0
1011,2048,3048,4033,1.0
1011,2048,3048,4034,1.0
1011,2048,3048,4035,1.0
1011,2048,3048,4036,1.0
1011,2048,3048,4037,1.0
1011,2048,3048,4038,1.0
1011,2048,3048,4039,1.0
1011,2048,3048,4040,1.0
1012,2048,3048,4001,1.0
1012,2048,3048,4002,1.0
1012,2048,3048,4003,1.0
1012,2048,3048,4004,1.0
1012,2048,3048,4005,1.0
1012,2048,3048,4006,1.0
1012,2048,3048,4007,1.0
1012,2048,3048,4008,1.0
1012,2048,3048,4009,1.0
1012,2048,3048,4010,1.0
1012,2048,3048,4011,1.0
1012,2048,3048,4012,1.0
1012,2048,3048,4013,1.0
1012,2048,3048,4014,1.0
1012,2048,3048,4015,1.0
1012,2048,3048,4016,1.0
1012,2048,3048,4017,1.0
1012,2048,3048,4018,1.0
1012,2048,3048,4019,1.0
1012,2048,3048,4020,1.0
1012,2048,3048,4021,1.0
1012,2048,3048,4022,1.0
1012,2048,3048,4023,1.0
1012,2048,3048,4024,1.0
1012,2048,3048,4025,1.0
1012,2048,3048,4026,1.0
1012,2048,3048,4027,1.0
1012,2048,3048,4028,1.0
1012,2048,3048,4029,1.0
1012,2048,3048,4030,1.0
1012,2048,3048,4031,1.0
1012,2048,3048,4032,1.0
1012,2048,3048,4033,1.0
1012,2048,3048,4034,1.0
1012,2048,3048,4035,1.0
1012,2048,3048,4036,1.0
1012,2048,3048,4037,1.0
1012,2048,3048,4038,1.0
1012,2048,3048,4039,1.0
1012,2048,3048,4040,1.0
1013,2048,3048,4001,1.0
1013,2048,3048,4002,1.0
1013,2048,3048,4003,1.0
1013,2048,3048,4004,1.0
1013,2048,3048,4005,1.0
1013,2048,3048,4006,1.0
1013,2048,3048,4007,1.0
1013,2048,3048,4008,1.0
1013,2048,3048,4009,1.0
1013,2048,3048,4010,1.0
1013,2048,3048,4011,1.0
1013,2048,3048,4012,1.0
1013,2048,3048,4013,1.0
1013,2048,3048,4014,1.0
1013,2048,3048,4015,1.0
1013,2048,3048,4016,1.0
1013,2048,3048,4017,1.0
1013,2048,3048,4018,1.0
1013,2048,3048,4019,1.0
1013,2048,3048,4020,1.0
1013,2048,3048,4021,1.0
1013,2048,3048,4022,1.0
1013,2048,3048,4023,1.0
1013,2048,3048,4024,1.0
1013,2048,3048,4025,1.0
1013,2048,3048,4026,1.0
1013,2048,3048,4027,1.0
1013,2048,3048,4028,1.0
1013,2048,3048,4029,1.0
1013,2048,3048,4030,1.0
1013,2048,3048,4031,1.0
1013,2048,3048,4032,1.0
1013,2048,3048,4033,1.0
1013,2048,3048,4034,1.0
1013,2048,3048,4035,1.0
1013,2048,3048,4036,1.0
1013,2048,3048,4037,1.0
1013,2048,3048,4038,1.0
1013,2048,3048,4039,1.0
1013,2048,3048,4040,1.0
1014,2048,3048,4001,1.0
1014,2048,3048,4002,1.0
1014,2048,3048,4003,1.0
1014,2048,3048,4004,1.0
1014,2048,3048,4005,1.0
1014,2048,3048,4006,1.0
1014,2048,3048,4007,1.0
1014,2048,3048,4008,1.0
1014,2048,3048,4009,1.0
1014,2048,3048,4010,1.0
1014,2048,3048,4011,1.0
1014,2048,3048,4012,1.0
1014,2048,3048,4013,1.0
1014,2048,3048,4014,1.0
1014,2048,3048,4015,1.0
1014,2048,3048,4016,1.0
1014,2048,3048,4017,1.0
1014,2048,3048,4018,1.0
1014,2048,3048,4019,1.0
1014,2048,3048,4020,1.0
1014,2048,3048,4021,1.0
1014,2048,3048,4022,1.0
1014,2048,3048,4023,1.0
1014,2048,3048,4024,1.0
1014,2048,3048,4025,1.0
1014,2048,3048,4026,1.0
1014,2048,3048,4027,1.0
1014,2048,3048,4028,1.0
1014,2048,3048,4029,1.0
1014,2048,3048,4030,1.0
1014,2048,3048,4031,1.0
1014,2048,3048,4032,1.0
1014,2048,3048,4033,1.0
1014,2048,3048,4034,1.0
1014,2048,3048,4035,1.0
1014,2048,3048,4036,1.0
1014,2048,3048,4037,1.0
1014,2048,3048,4038,1.0
1014,2048,3048,4039,1.0
1014,2048,3048,4040,1.0
1015,2048,3048,4001,1.0
1015,2048,3048,4002,1.0
1015,2048,3048,4003,1.0
1015,2048,3048,4004,1.0
1015,2048,3048,4005,1.0
1015,2048,3048,4006,1.0
1015,2048,3048,4007,1.0
1015,2048,3048,4008,1.0
1015,2048,3048,4009,1.0
1015,2048,3048,4010,1.0
1015,2048,3048,4011,1.0
1015,2048,3048,4012,1.0
1015,2048,3048,4013,1.0
1015,2048,3048,4014,1.0
1015,2048,3048,4015,1.0
1015,2048,3048,4016,1.0
1015,2048,3048,4017,1.0
1015,2048,3048,4018,1.0
1015,2048,3048,4019,1.0
1015,2048,3048,4020,1.0
1015,2048,3048,4021,1.0
1015,2048,3048,4022,1.0
1015,2048,3048,4023,1.0
1015,2048,3048,4024,1.0
1015,2048,3048,4025,1.0
1015,2048,3048,4026,1.0
1015,2048,3048,4027,1.0
1015,2048,3048,4028,1.0
1015,2048,3048,4029,1.0
1015,2048,3048,4030,1.0
1015,2048,3048,4031,1.0
1015,2048,3048,4032,1.0
1015,2048,3048,4033,1.0
1015,2048,3048,4034,1.0
1015,2048,3048,4035,1.0
1015,2048,3048,4036,1.0
1015,2048,3048,4037,1.0
1015,2048,3048,4038,1.0
1015,2048,3048,4039,1.0
1015,2048,3048,4040,1.0
1016,2048,3048,4001,1.0
1016,2048,3048,4002,1.0
1016,2048,3048,4003,1.0
1016,2048,3048,4004,1.0
1016,2048,3048,4005,1.0
1016,2048,3048,4006,1.0
1016,2048,3048,4007,1.0
1016,2048,3048,4008,1.0
1016,2048,3048,4009,1.0
1016,2048,3048,4010,1.0
1016,2048,3048,4011,1.0
1016,2048,3048,4012,1.0
1016,2048,3048,4013,1.0
1016,2048,3048,4014,1.0
1016,2048,3048,4015,1.0
1016,2048,3048,4016,1.0
1016,2048,3048,4017,1.0
1016,2048,3048,4018,1.0
1016,2048,3048,4019,1.0
1016,2048,3048,4020,1.0
1016,2048,3048,4021,1.0
1016,2048,3048,4022,1.0
1016,2048,3048,4023,1.0
1016,2048,3048,4024,1.0
1016,2048,3048,4025,1.0
1016,2048,3048,4026,1.0
1016,2048,3048,4027,1.0
1016,2048,3048,4028,1.0
1016,2048,3048,4029,1.0
1016,2048,3048,4030,1.0
1016,2048,3048,4031,1.0
1016,2048,3048,4032,1.0
1016,2048,3048,4033,1.0
1016,2048,3048,4034,1.0
1016,2048,3048,4035,1.0
1016,2048,3048,4036,1.0
1016,2048,3048,4037,1.0
1016,2048,3048,4038,1.0
1016,2048,3048,4039,1.0
1016,2048,3048,4040,1.0
1017,2048,3048,4001,1.0
1017,2048,3048,4002,1.0
1017,2048,3048,4003,1.0
1017,2048,3048,4004,1.0
1017,2048,3048,4005,1.0
1017,2048,3048,4006,1.0
1017,2048,3048,4007,1.0
1017,2048,3048,4008,1.0
1017,2048,3048,4009,1.0
1017,2048,3048,4010,1.0
1017,2048,3048,4011,1.0
1017,2048,3048,4012,1.0
1017,2048,3048,4013,1.0
1017,2048,3048,4014,1.0
1017,2048,3048,4015,1.0
1017,2048,3048,4016,1.0
1017,2048,3048,4017,1.0
1017,2048,3048,4018,1.0
1017,2048,3048,4019,1.0
1017,2048,3048,4020,1.0
1017,2048,3048,4021,1.0
1017,2048,3048,4022,1.0
1017,2048,3048,4023,1.0
1017,2048,3048,4024,1.0
1017,2048,3048,4025,1.0
1017,2048,3048,4026,1.0
1017,2048,3048,4027,1.0
1017,2048,3048,4028,1.0
1017,2048,3048,4029,1.0
1017,2048,3048,4030,1.0
1017,2048,3048,4031,1.0
1017,2048,3048,4032,1.0
1017,2048,3048,4033,1.0
1017,2048,3048,4034,1.0
1017,2048,3048,4035,1.0
1017,2048,3048,4036,1.0
1017,2048,3048,4037,1.0
1017,2048,3048,4038,1.0
1017,2048,3048,4039,1.0
1017,2048,3048,4040,1.0
1018,2048,3048,4001,1.0
1018,2048,3048,4002,1.0
1018,2048,3048,4003,1.0
1018,2048,3048,4004,1.0
1018,2048,3048,4005,1.0
1018,2048,3048,4006,1.0
1018,2048,3048,4007,1.0
1018,2048,3048,4008,1.0
1018,2048,3048,4009,1.0
1018,2048,3048,4010,1.0
1018,2048,3048,4011,1.0
1018,2048,3048,4012,1.0
1018,2048,3048,4013,1.0
1018,2048,3048,4014,1.0
1018,2048,3048,4015,1.0
1018,2048,3048,4016,1.0
1018,2048,3048,4017,1.0
1018,2048,3048,4018,1.0
1018,2048,3048,4019,1.0
1018,2048,3048,4020,1.0
1018,2048,3048,4021,1.0
1018,2048,3048,4022,1.0
1018,2048,3048,4023,1.0
1018,2048,3048,4024,1.0
1018,2048,3048,4025,1.0
1018,2048,3048,4026,1.0
1018,2048,3048,4027,1.0
1018,2048,3048,4028,1.0
1018,2048,3048,4029,1.0
1018,2048,3048,4030,1.0
1018,2048,3048,4031,1.0
1018,2048,3048,4032,1.0
1018,2048,3048,4033,1.0
1018,2048,3048,4034,1.0
1018,2048,3048,4035,1.0
1018,2048,3048,4036,1.0
1018,2048,3048,4037,1.0
1018,2048,3048,4038,1.0
1018,2048,3048,4039,1.0
1018,2048,3048,4040,1.0
1019,2048,3048,4001,1.0
1019,2048,3048,4002,1.0
1019,2048,3048,4003,1.0
1019,2048,3048,4004,1.0
1019,2048,3048,4005,1.0
1019,2048,3048,4006,1.0
1019,2048,3048,4007,1.0
1019,2048,3048,4008,1.0
1019,2048,3048,4009,1.0
1019,2048,3048,4010,1.0
1019,2048,3048,4011,1.0
1019,2048,3048,4012,1.0
1019,2048,3048,4013,1.0
1019,2048,3048,4014,1.0
1019,2048,3048,4015,1.0
1019,2048,3048,4016,1.0
1019,2048,3048,4017,1.0
1019,2048,3048,4018,1.0
1019,2048,3048,4019,1.0
1019,2048,3048,4020,1.0
1019,2048,3048,4021,1.0
1019,2048,3048,4022,1.0
1019,2048,3048,4023,1.0
1019,2048,3048,4024,1.0
1019,2048,3048,4025,1.0
1019,2048,3048,4026,1.0
1019,2048,3048,4027,1.0
1019,2048,3048,4028,1.0
1019,2048,3048,4029,1.0
1019,2048,3048,4030,1.0
1019,2048,3048,4031,1.0
1019,2048,3048,4032,1.0
1019,2048,3048,4033,1.0
1019,2048,3048,4034,1.0
1019,2048,3048,4035,1.0
1019,2048,3048,4036,1.0
1019,2048,3048,4037,1.0
1019,2048,3048,4038,1.0
1019,2048,3048,4039,1.0
1019,2048,3048,4040,1.0
1020,2048,3048,4001,1.0
1020,2048,3048,4002,1.0
1020,2048,3048,4003,1.0
1020,2048,3048,4004,1.0
1020,2048,3048,4005,1.0
1020,2048,3048,4006,1.0
1020,2048,3048,4007,1.0
1020,2048,3048,4008,1.0
1020,2048,3048,4009,1.0
1020,2048,3048,4010,1.0
1020,2048,3048,4011,1.0
1020,2048,3048,4012,1.0
1020,2048,3048,4013,1.0
1020,2048,3048,4014,1.0
1020,2048,3048,4015,1.0
1020,2048,3048,4016,1.0
1020,2048,3048,4017,1.0
1020,2048,3048,4018,1.0
1020,2048,3048,4019,1.0
1020,2048,3048,4020,1.0
1020,2048,3048,4021,1.0
1020,2048,3048,4022,1.0
1020,2048,3048,4023,1.0
1020,2048,3048,4024,1.0
1020,2048,3048,4025,1.0
1020,2048,3048,4026,1.0
1020,2048,3048,4027,1.0
1020,2048,3048,4028,1.0
1020,2048,3048,4029,1.0
1020,2048,3048,4030,1.0
1020,2048,3048,4031,1.0
1020,2048,3048,4032,1.0
1020,2048,3048,4033,1.0
1020,2048,3048,4034,1.0
1020,2048,3048,4035,1.0
1020,2048,3048,4036,1.0
1020,2048,3048,4037,1.0
1020,2048,3048,4038,1.0
1020,2048,3048,4039,1.0
1020,2048,3048,4040,1.0
1021,2048,3048,4001,1.0
1021,2048,3048,4002,1.0
1021,2048,3048,4003,1.0
1021,2048,3048,4004,1.0
1021,2048,3048,4005,1.0
1021,2048,3048,4006,1.0
1021,2048,3048,4007,1.0
1021,2048,3048,4008,1.0
1021,2048,3048,4009,1.0
1021,2048,3048,4010,1.0
1021,2048,3048,4011,1.0
1021,2048,3048,4012,1.0
1021,2048,3048,4013,1.0
1021,2048,3048,4014,1.0
1021,2048,3048,4015,1.0
1021,2048,3048,4016,1.0
1021,2048,3048,4017,1.0
1021,2048,3048,4018,1.0
1021,2048,3048,4019,1.0
1021,2048,3048,4020,1.0
1021,2048,3048,4021,1.0
1021,2048,3048,4022,1.0
1021,2048,3048,4023,1.0
1021,2048,3048,4024,1.0
1021,2048,3048,4025,1.0
1021,2048,3048,4026,1.0
1021,2048,3048,4027,1.0
1021,2048,3048,4028,1.0
1021,2048,3048,4029,1.0
1021,2048,3048,4030,1.0
1021,2048,3048,4031,1.0
1021,2048,3048,4032,1.0
1021,2048,3048,4033,1.0
1021,2048,3048,4034,1.0
1021,2048,3048,4035,1.0
1021,2048,3048,4036,1.0
1021,2048,3048,4037,1.0
1021,2048,3048,4038,1.0
1021,2048,3048,4039,1.0
1021,2048,3048,4040,1.0
1022,2048,3048,4001,1.0
1022,2048,3048,4002,1.0
1022,2048,3048,4003,1.0
1022,2048,3048,4004,1.0
1022,2048,3048,4005,1.0
1022,2048,3048,4006,1.0
1022,2048,3048,4007,1.0
1022,2048,3048,4008,1.0
1022,2048,3048,4009,1.0
1022,2048,3048,4010,1.0
1022,2048,3048,4011,1.0
1022,2048,3048,4012,1.0
1022,2048,3048,4013,1.0
1022,2048,3048,4014,1.0
1022,2048,3048,4015,1.0
1022,2048,3048,4016,1.0
1022,2048,3048,4017,1.0
1022,2048,3048,4018,1.0
1022,2048,3048,4019,1.0
1022,2048,3048,4020,1.0
1022,2048,3048,4021,1.0
1022,2048,3048,4022,1.0
1022,2048,3048,4023,1.0
1022,2048,3048,4024,1.0
1022,2048,3048,4025,1.0
1022,2048,3048,4026,1.0
1022,2048,3048,4027,1.0
1022,2048,3048,4028,1.0
1022,2048,3048,4029,1.0
1022,2048,3048,4030,1.0
1022,2048,3048,4031,1.0
1022,2048,3048,4032,1.0
